   1.0000000000000000E-004   1.1233240329780274E-004   1.2618568830660205E-004   1.4174741629268054E-004   1.5922827933410923E-004   1.7886495290574350E-004   2.0092330025650473E-004   2.2570197196339201E-004   2.5353644939701120E-004   2.8480358684358022E-004   3.1992671377973833E-004   3.5938136638046273E-004   4.0370172585965549E-004   4.5348785081285829E-004   5.0941380148163790E-004   5.7223676593502173E-004   6.4280731172843225E-004   7.2208090183854638E-004   8.1113083078968723E-004   9.1116275611548920E-004   1.0235310218990260E-003   1.1497569953977358E-003   1.2915496650148838E-003   1.4508287784959397E-003   1.6297508346206442E-003   1.8307382802953687E-003   2.0565123083486521E-003   2.3101297000831596E-003   2.5950242113997354E-003   2.9150530628251768E-003   3.2745491628777290E-003   3.6783797718286347E-003   4.1320124001153384E-003   4.6415888336127781E-003   5.2140082879996849E-003   5.8570208180566668E-003   6.5793322465756802E-003   7.3907220335257809E-003   8.3021756813197439E-003   9.3260334688321980E-003   1.0476157527896648E-002   1.1768119524349984E-002   1.3219411484660293E-002   1.4849682622544654E-002   1.6681005372000585E-002   1.8738174228603837E-002   2.1049041445120202E-002   2.3644894126454076E-002   2.6560877829466870E-002   2.9836472402833398E-002   3.3516026509388432E-002   3.7649358067924674E-002   4.2292428743895015E-002   4.7508101621027969E-002   5.3366992312063079E-002   5.9948425031894126E-002   6.7341506577508203E-002   7.5646332755462925E-002   8.4975343590864436E-002   9.5454845666183355E-002  0.10722672220103234       0.12045035402587820       0.13530477745798075       0.15199110829529336       0.17073526474706918       0.19179102616724888       0.21544346900318828       0.24201282647943828       0.27185882427329405       0.30538555088334168       0.34304692863149189       0.38535285937105274       0.43287612810830600       0.48626015800653527       0.54622772176843437       0.61359072734131725       0.68926121043496935       0.77426368268112722       0.86974900261778298       0.97700995729922568        1.0974987654930559        1.2328467394420668        1.3848863713938733        1.5556761439304712        1.7475284000076845        1.9630406500402704        2.2051307399030469        2.4770763559917111        2.7825594022071232        3.1257158496882371        3.5111917342151306        3.9442060594376573        4.4306214575838805        4.9770235643321143        5.5908101825122243        6.2802914418342501        7.0548023107186459        7.9248289835391716        8.9021508544503902        10.000000000000000     

   1.0000000000000000E-004   6.3180287398659366E-003   8.3651533698837089E-003   6.7621253132494844E-003   6.2044297979444310E-003   5.7990044101922647E-003   5.2297498356194379E-003   4.7864462751796471E-003   4.3003285545603056E-003   3.9189686344520587E-003   3.4725983861659737E-003   3.0930679102347436E-003   2.7525485049058906E-003   2.4129702897210340E-003   2.1271211756008221E-003   1.8457191749517161E-003   1.6030749686040070E-003   1.3829235798769525E-003   1.1878292813833761E-003   1.0159574434800618E-003   8.6451300790498040E-004   7.3310264004722108E-004   6.1898503369760911E-004   5.2055484768674329E-004   4.3608983071329093E-004   3.6401410472038288E-004   3.0261047687117328E-004   2.5049737034668054E-004   2.0649540867117406E-004   1.6963460859661133E-004   1.3880265902820629E-004   1.1304930547132103E-004   9.1633236031948457E-005   7.3920336346205631E-005   5.9347843479967925E-005   4.7429007907281630E-005   3.7700919408854918E-005   2.9784844262387033E-005   2.3386247333584758E-005   1.8242529229291253E-005   1.4139990928124075E-005   1.0888723663929107E-005   8.3194809026247267E-006   6.3060257980389542E-006   4.7391272669611288E-006   3.5312761326355612E-006   2.6086561323647106E-006   1.9101533767524412E-006   1.3853128780995698E-006   9.9482804673150345E-007   7.0745315568440369E-007   4.9825380356522041E-007   3.4747299827846848E-007   2.3984159880258980E-007   1.6388054466998133E-007   1.1084717125325757E-007   7.4186156729572596E-008   4.9120587151048180E-008   3.2166020691582084E-008   2.0827106679116629E-008   1.3329067372846479E-008   8.4233988862340968E-009   5.2548297952464156E-009   3.2334923793904974E-009   1.9608043059471691E-009   1.1710398328996227E-009   6.8785234404638717E-010   3.9699564002355887E-010   2.2488153091217830E-010   1.2491331879421899E-010   6.7955130668840094E-011   3.6162902344593862E-011   1.8805162999840535E-011   9.5488808295400047E-012   4.7292110399636629E-012   2.2821841338128940E-012   1.0727705663679596E-012   4.9123754236653813E-013   2.1888069134012616E-013   9.4838299702614061E-014   3.9992481535564822E-014   1.6432738895745854E-014   6.5804395893607830E-015   2.5743683923000927E-015   9.8403510233541384E-016   3.6801084907438072E-016   1.3496060635737116E-016   4.8611581894210311E-017   1.7227930137631565E-017   6.0235041289947817E-018   2.0788065259201015E-018   7.0936938415534988E-019   2.3966392840917135E-019   8.0217286550950070E-020   2.6629311781052979E-020   8.7739753549591750E-021   2.8685227232325460E-021   9.2986633562830536E-022   2.9910565559014373E-022   9.4505531225311714E-023   2.9252203505039937E-023
   1.2618568830660205E-004   7.3366245040169930E-003   8.9352874398882145E-003   7.6901949965637872E-003   7.3705210104061487E-003   6.9538423532825595E-003   6.3256837176131004E-003   5.6706030130277869E-003   5.2700330556417381E-003   4.8201107161138356E-003   4.3050354149582843E-003   3.8817643451093784E-003   3.4707505546630116E-003   3.0939344907581130E-003   2.7555305162699152E-003   2.4140051406872478E-003   2.1188772698709133E-003   1.8419507591789566E-003   1.5972049130272403E-003   1.3769736767989770E-003   1.1817699317054709E-003   1.0097953612890752E-003   8.5894546423389163E-004   7.2759140983997086E-004   6.1359458620226497E-004   5.1533071088243542E-004   4.3112166237869038E-004   3.5925256285950836E-004   2.9808013519023199E-004   2.4622084587579661E-004   2.0247512882923724E-004   1.6587965655356153E-004   1.3531320286344159E-004   1.0982678137487411E-004   8.8676851330267041E-005   7.1226930148532644E-005   5.6911099873780386E-005   4.5240237192984079E-005   3.5749349514654665E-005   2.8060305885306927E-005   2.1875950692922179E-005   1.6932088090677263E-005   1.3014037637545859E-005   9.9307337330803681E-006   7.5132821464214946E-006   5.6353908473783525E-006   4.1880608745854632E-006   3.0839823951084865E-006   2.2501202203315113E-006   1.6263765979471242E-006   1.1635955150051839E-006   8.2393369509944358E-007   5.7745958995628392E-007   4.0063032389304273E-007   2.7507733313415865E-007   1.8682712604234433E-007   1.2553610188229132E-007   8.3436845108976905E-008   5.4825463070134217E-008   3.5605547533562398E-008   2.2842928640977854E-008   1.4472487154512086E-008   9.0490492373043381E-009   5.5778218715454674E-009   3.3882784247519717E-009   2.0260778997465364E-009   1.1915312947281543E-009   6.8862061746323343E-010   3.9047933527156196E-010   2.1707383822366337E-010   1.1816294005887760E-010   6.2927951286180862E-011   3.2747316488522923E-011   1.6632450650287464E-011   8.2422940873556751E-012   3.9805911869512121E-012   1.8718896514609987E-012   8.5655678824101772E-013   3.8165567653171447E-013   1.6547869293556669E-013   6.9775823043208078E-014   2.8636499585122478E-014   1.1462604102758253E-014   4.4803367189927804E-015   1.7113031115960079E-015   6.3910481244771429E-016   2.3389189029114484E-016   8.4097762754146551E-017   2.9748379537379633E-017   1.0371512776955029E-017   3.5721451133258949E-018   1.2164301776819873E-018   4.1023227692405447E-019   1.3713571572316456E-019   4.5495361645614616E-020   1.4978514766128273E-020   4.8975833661534130E-021   1.5877823881831742E-021   5.1031035577124359E-022   1.6167143954300993E-022   5.0128442169447421E-023
   1.5922827933410923E-004   7.9512231691094056E-003   9.8530996997810202E-003   8.4906040773753324E-003   8.3120081464448485E-003   7.4923797872072434E-003   7.1986990785229375E-003   6.6094093025052345E-003   6.1991512889991727E-003   5.6775471061929223E-003   5.2153590045135425E-003   4.7169474138921193E-003   4.3176031167561956E-003   3.8598282836950380E-003   3.4867984900275135E-003   3.0880989185971849E-003   2.7396020308794429E-003   2.4091099053459991E-003   2.1092649605624994E-003   1.8352190018177726E-003   1.5888370782601968E-003   1.3692951434396599E-003   1.1742801106617536E-003   1.0025750478498325E-003   8.5181647941484282E-004   7.2065897912426777E-004   6.0698134983775808E-004   5.0895045922329425E-004   4.2501864368767140E-004   3.5346243808190937E-004   2.9260338943864784E-004   2.4107788813362423E-004   1.9767221562558380E-004   1.6141884640648448E-004   1.3119369619304979E-004   1.0604878109425965E-004   8.5236635783907084E-005   6.8117799887560591E-005   5.4122535557100554E-005   4.2758691403062420E-005   3.3558746896221025E-005   2.6145234144805064E-005   2.0217983607034936E-005   1.5511085638749196E-005   1.1808955028010534E-005   8.9195189548828191E-006   6.6746397152931638E-006   4.9483913494287916E-006   3.6325205442798262E-006   2.6404927914461506E-006   1.9006594398269377E-006   1.3545482563234544E-006   9.5493867194945442E-007   6.6593651100826264E-007   4.5940587898449865E-007   3.1353564237953959E-007   2.1163005804710670E-007   1.4118928151833850E-007   9.3113695296733748E-008   6.0679565405136330E-008   3.9049523773418233E-008   2.4805220223348314E-008   1.5543088032072437E-008   9.6033776505334840E-009   5.8446899472726044E-009   3.5002473407514062E-009   2.0615751608977906E-009   1.1926269464371008E-009   6.7712232765015315E-010   3.7684985346199695E-010   2.0531901735894064E-010   1.0941686811373033E-010   5.6987332405473842E-011   2.8971184987817985E-011   1.4361007963923377E-011   6.9368036990667793E-012   3.2640582773872654E-012   1.4946836666095447E-012   6.6571009963470298E-013   2.8862348390731123E-013   1.2180733865260216E-013   5.0007558871716529E-014   1.9983818263216080E-014   7.8060273597349388E-015   2.9790644539910508E-015   1.1116586542409392E-015   4.0632966372413197E-016   1.4579362056523108E-016   5.1470586056400050E-017   1.7902950060131493E-017   6.1488009406561283E-018   2.0894005283628405E-018   7.0314894580036635E-019   2.3468134938866985E-019   7.7760069227981693E-020   2.5574881245422131E-020   8.3570904948184973E-021   2.7108266145712005E-021   8.7166805550981298E-022   2.7658073239334951E-022   8.5916546529709740E-023
   2.0092330025650473E-004   7.6317668970662207E-003   1.0032641764540532E-002   9.1174874733447250E-003   9.2107527642869003E-003   8.8690207576569858E-003   8.0019165895474729E-003   7.3729381125365694E-003   7.1387239673814766E-003   6.6608008444635977E-003   6.1126570601727570E-003   5.6277202048150010E-003   5.2173352193867432E-003   4.7153332327173831E-003   4.3284170527692926E-003   3.8644168309356747E-003   3.4704896640688561E-003   3.0812605056452112E-003   2.7305816063738042E-003   2.3999126462620718E-003   2.0981168599379131E-003   1.8251666654174326E-003   1.5796747604552009E-003   1.3600222753016881E-003   1.1651435298825328E-003   9.9349451631615339E-004   8.4316270360558249E-004   7.1220608404517127E-004   5.9884545649761171E-004   5.0118539605955182E-004   4.1762659850557869E-004   3.4647974113353146E-004   2.8604028259169689E-004   2.3494402969316682E-004   1.9197897106472438E-004   1.5616620123305884E-004   1.2637713279176250E-004   1.0166524111108797E-004   8.1277914194305924E-005   6.4571804296359618E-005   5.0972502339471336E-005   3.9984152715927010E-005   3.1136331783930728E-005   2.4052348473353017E-005   1.8428758873197213E-005   1.3998006489944799E-005   1.0543867420084432E-005   7.8737037367695427E-006   5.8207952441102857E-006   4.2602727398258698E-006   3.0854177266700694E-006   2.2112720974760802E-006   1.5683896169098446E-006   1.1006820010692085E-006   7.6358609311082371E-007   5.2366849243817810E-007   3.5503357120290723E-007   2.3794158578016171E-007   1.5757166297448962E-007   1.0303816218947038E-007   6.6529912925573997E-008   4.2392075761635722E-008   2.6637016036904753E-008   1.6494667746102992E-008   1.0058448391485941E-008   6.0366715274978063E-009   3.5610284652383965E-009   2.0629988408683802E-009   1.1726393680222396E-009   6.5320353634498193E-010   3.5645356689482930E-010   1.9018394122070151E-010   9.9114746496898296E-011   5.0414842283565011E-011   2.5013528507873280E-011   1.2091823899260533E-011   5.6898526784294205E-012   2.6062705885777294E-012   1.1615273896085166E-012   5.0350070468352291E-013   2.1237253851685787E-013   8.7229148790284502E-014   3.4876539966067820E-014   1.3602988396493575E-014   5.1882367696479999E-015   1.9344843051402988E-015   7.0650300601184249E-016   2.5313545567766824E-016   8.9163077881974786E-017   3.0956022069866883E-017   1.0607949103247757E-017   3.5948295426269501E-018   1.2077322861029887E-018   4.0225954918043377E-019   1.3308229813031727E-019   4.3711495328581118E-020   1.4273073362428905E-020   4.6283036515894070E-021   1.4885211105671092E-021   4.7273466061047013E-022   1.4741769197306308E-022
   2.5353644939701120E-004   8.3268375678634664E-003   1.0501400372053911E-002   9.1749043077326044E-003   9.5464867550945562E-003   9.0215686441980983E-003   8.5736618920386198E-003   8.2912978687988380E-003   8.0023609833331129E-003   7.4511285699323864E-003   7.0182985661238206E-003   6.5380323987358439E-003   6.0866946737888139E-003   5.6284020426127400E-003   5.2312760453265550E-003   4.7276714931897288E-003   4.2957692138293497E-003   3.8584913310673570E-003   3.4602999895226865E-003   3.0734721947777459E-003   2.7161663108911513E-003   2.3870223643713178E-003   2.0867800508095418E-003   1.8136699766246533E-003   1.5674707401878709E-003   1.3482515187893556E-003   1.1538066459811530E-003   9.8239830697072770E-004   8.3238817805842541E-004   7.0188068113764704E-004   5.8894071254136232E-004   4.9178495772243466E-004   4.0873992422755037E-004   3.3812078527480457E-004   2.7822927313066105E-004   2.2769146285170146E-004   1.8529263842996250E-004   1.5004227590643558E-004   1.2080580928927969E-004   9.6637685666934854E-005   7.6779034645870175E-005   6.0581490739961859E-005   4.7465082487682348E-005   3.6929610651458136E-005   2.8501534222267630E-005   2.1805185701440226E-005   1.6533855404081494E-005   1.2418718066780407E-005   9.2434868352217900E-006   6.8158075589010674E-006   4.9713892731113534E-006   3.5874467852537553E-006   2.5598885525873464E-006   1.8063838183330001E-006   1.2606687672200489E-006   8.6989727321588867E-007   5.9287779786070067E-007   3.9913894874377069E-007   2.6541284507540292E-007   1.7429165179036476E-007   1.1295722308591748E-007   7.2198656870603339E-008   4.5504395322973555E-008   2.8255580416780193E-008   1.7273208125706564E-008   1.0386726021690859E-008   6.1384497495455771E-009   3.5626642095768236E-009   2.0281726765504703E-009   1.1318469951684476E-009   6.1809268792789734E-010   3.3009749007875133E-010   1.7226775401051783E-010   8.7716589373761053E-011   4.3533718059456306E-011   2.1051136274965551E-011   9.9133147952649115E-012   4.5413733751122324E-012   2.0246528631652635E-012   8.7800710682555419E-013   3.7033380005485516E-013   1.5201217654451843E-013   6.0795595698893649E-014   2.3728554094108413E-014   9.0416648851135480E-015   3.3678927996385115E-015   1.2285354864738147E-015   4.3977410647526781E-016   1.5467682877435064E-016   5.3576645292449307E-017   1.8323495861696818E-017   6.1958480147244765E-018   2.0758718087098826E-018   6.9055782516140607E-019   2.2792206840312957E-019   7.4798627486296584E-020   2.4388424933814078E-020   7.9101254518805489E-021   2.5468891633325175E-021   8.0932615564182026E-022   2.5278598288375452E-022
   3.1992671377973833E-004   8.3721870030592400E-003   1.0235337476621672E-002   8.9336792081445328E-003   9.4706945070031565E-003   9.1713271198006555E-003   8.7580729736434684E-003   8.7269058111436558E-003   8.6182701232998260E-003   8.2495090150006833E-003   7.7452285127699609E-003   7.3868091160830974E-003   6.9608338992288282E-003   6.5270242824210381E-003   6.1411246799574605E-003   5.6235453624078951E-003   5.1873839211537516E-003   4.7221102692762114E-003   4.2814663151601292E-003   3.8507352203484176E-003   3.4409056612614672E-003   3.0577800377640236E-003   2.7011467173582919E-003   2.3726004670121485E-003   2.0715127981958100E-003   1.7984758796374322E-003   1.5530239963403736E-003   1.3338047660945468E-003   1.1397414035319096E-003   9.6882388567754699E-004   8.1927685027933627E-004   6.8934499353683998E-004   5.7700904253863089E-004   4.8049699876054043E-004   3.9812534386675992E-004   3.2819936920182904E-004   2.6901771743399983E-004   2.1919774800253350E-004   1.7752084939880836E-004   1.4298174715921216E-004   1.1443838238147511E-004   9.0945623284596668E-005   7.1736912031962843E-005   5.6157709231263234E-005   4.3621756487515196E-005   3.3623317969617846E-005   2.5687661088518617E-005   1.9438560788788269E-005   1.4568028892836510E-005   1.0805889864417388E-005   7.9371062846624782E-006   5.7710227216346844E-006   4.1472066851068882E-006   2.9463432673880580E-006   2.0683524893685240E-006   1.4347795471396919E-006   9.8360887878710792E-007   6.6611063314080281E-007   4.4509873322992926E-007   2.9349451376678301E-007   1.9094341495976288E-007   1.2252463085377202E-007   7.7476431002290774E-008   4.8245708703291602E-008   2.9576270215815144E-008   1.7828064260548218E-008   1.0558723933828572E-008   6.1425852014702963E-009   3.5035981433445147E-009   1.9575757264467981E-009   1.0708120370999818E-009   5.7261769719693567E-010   2.9901776180885206E-010   1.5238094763539740E-010   7.5680546313079004E-011   3.6621260363191809E-011   1.7248839863450030E-011   7.9075960152468548E-012   3.5262194589891074E-012   1.5292367603212148E-012   6.4536690918937877E-013   2.6502507787289239E-013   1.0593104515547490E-013   4.1361224112789711E-014   1.5763583529062846E-014   5.8647024278551578E-015   2.1374685510586066E-015   7.6424182384408688E-016   2.6855538357445603E-016   9.2872910376239677E-017   3.1693034760442029E-017   1.0698977173673251E-017   3.5757241201453802E-018   1.1863037712286573E-018   3.9088235448716236E-019   1.2800741581553742E-019   4.1692656082177526E-020   1.3510253051741234E-020   4.3450930825356116E-021   1.3841324688927331E-021   4.3241226990467237E-022
   4.0370172585965549E-004   8.1826432133793696E-003   9.4674050345567185E-003   9.1308608438144014E-003   9.0626479843784816E-003   9.2833621579582314E-003   9.1662011934342136E-003   8.8993477250091085E-003   8.9599588840590400E-003   8.7511649428681677E-003   8.3524761118642672E-003   8.0160067593105198E-003   7.8176320526205864E-003   7.3550186626331684E-003   7.0248095623294407E-003   6.5170224990604387E-003   6.0994613233345740E-003   5.6139188113059416E-003   5.1671693185582701E-003   4.7082693856636045E-003   4.2565835698984787E-003   3.8297710855194405E-003   3.4232905786224484E-003   3.0396768918890746E-003   2.6825753536353944E-003   2.3535719877233992E-003   2.0530415853180833E-003   1.7800387170909724E-003   1.5348011255691422E-003   1.3161343393889532E-003   1.1225322187668151E-003   9.5226962824884395E-004   8.0342554870004143E-004   6.7423871106323040E-004   5.6270680494992383E-004   4.6704950665092237E-004   3.8555805559847324E-004   3.1653054283890700E-004   2.5826145249431868E-004   2.0935650658466466E-004   1.6859129825135531E-004   1.3494228308794023E-004   1.0725814917160281E-004   8.4593557972459694E-005   6.6172858827475461E-005   5.1334225094650120E-005   3.9484525347750657E-005   3.0112337286550579E-005   2.2742600905157888E-005   1.6999186573999710E-005   1.2574039009129182E-005   9.1974484167794030E-006   6.6569427099553917E-006   4.7655518555882044E-006   3.3687575194834263E-006   2.3522254595672938E-006   1.6216437801394814E-006   1.1037200234549821E-006   7.4173092545437323E-007   4.9186101160424887E-007   3.2141218090917778E-007   2.0701648941425121E-007   1.3138351414846515E-007   8.2110221787799159E-008   5.0477934874699878E-008   3.0514718247478895E-008   1.8130969929407486E-008   1.0567257839791635E-008   6.0399870587144551E-009   3.3818570998882500E-009   1.8525158548524231E-009   9.9153211604547957E-010   5.1823604700893180E-010   2.6424457998515076E-010   1.3136144488335694E-010   6.3616633205646765E-011   3.0015596979127947E-011   1.3766807200431089E-011   6.1433949746177280E-012   2.6653573843209680E-012   1.1243904591197483E-012   4.6159502770731330E-013   1.8461160756857199E-013   7.2032194716320392E-014   2.7452524795558390E-014   1.0218686774479780E-014   3.7198293430151207E-015   1.3287444148916738E-015   4.6638580206897955E-016   1.6119475389430151E-016   5.4913504050015696E-017   1.8487989098664639E-017   6.1680146241784821E-018   2.0403041358173179E-018   6.7091129125691721E-019   2.1925099260114242E-019   7.1322917566687299E-020   2.3080056623521241E-020   7.4204518046952055E-021   2.3656142448245143E-021   7.4090979214829264E-022
   5.0941380148163790E-004   7.6923668902542054E-003   8.7042926322095440E-003   8.6269508515485899E-003   9.0576267392958043E-003   8.9875350382278962E-003   9.0418448495521910E-003   9.0633382104165824E-003   9.1184075539748905E-003   9.0281977993325793E-003   8.8012267602216535E-003   8.5613726244092581E-003   8.3811548724035123E-003   8.0776606821710336E-003   7.8170448651046585E-003   7.3572476556183651E-003   6.9673631667046144E-003   6.5300679140785278E-003   6.0776301011189228E-003   5.6087124899198903E-003   5.1371352804211214E-003   4.6799069989024410E-003   4.2370519787468730E-003   3.8076680417989664E-003   3.3992084053575760E-003   3.0160090971976254E-003   2.6594893788699473E-003   2.3300746694424499E-003   2.0297542892917142E-003   1.7572995594525589E-003   1.5125106086447389E-003   1.2945255250080908E-003   1.1017011971249521E-003   9.3227112304022735E-004   7.8436175812659744E-004   6.5618146060212202E-004   5.4571096622612974E-004   4.5117082598682275E-004   3.7082056158358503E-004   3.0294755849018880E-004   2.4584101010540057E-004   1.9809059795645643E-004   1.5846394767353420E-004   1.2591501621128282E-004   9.9281970722361854E-005   7.7618259750766795E-005   6.0137990540204287E-005   4.6171223281762290E-005   3.5117889083763401E-005   2.6461448805249420E-005   1.9727985328466940E-005   1.4543331327027952E-005   1.0600461868422179E-005   7.6343695196182716E-006   5.4358809673517686E-006   3.8244505533507564E-006   2.6545962241083938E-006   1.8181204683799986E-006   1.2282779424983093E-006   8.1837087181279617E-007   5.3779345111279273E-007   3.4820573031541171E-007   2.2187417729902156E-007   1.3912699421867111E-007   8.5869332207783203E-008   5.2106268836329471E-008   3.1027515443763393E-008   1.8137814127212395E-008   1.0391831861113001E-008   5.8285451805015094E-009   3.1971378627262102E-009   1.7135344232038612E-009   8.9701413860676803E-010   4.5863686836103462E-010   2.2848175274393127E-010   1.1079033401031843E-010   5.2265115478631817E-011   2.3990448320020284E-011   1.0706453104723097E-011   4.6457812273093064E-012   1.9612785481296496E-012   8.0558699926865247E-013   3.2212519843356303E-013   1.2559549072726769E-013   4.7773980789824424E-014   1.7784183283617829E-014   6.4777623044450546E-015   2.3114259319801940E-015   8.1051893002699837E-016   2.7975274762314524E-016   9.5210300728533254E-017   3.1996651777636884E-017   1.0647515922023933E-017   3.5148054586904470E-018   1.1526433193262479E-018   3.7607025692752696E-019   1.2206384842371334E-019   3.9445510092790173E-020   1.2691888175839802E-020   4.0384176787794639E-021   1.2671210078055444E-021
   6.4280731172843225E-004   7.1466410537197244E-003   8.1777194115189474E-003   8.1717891204573685E-003   8.4416103017880481E-003   8.6137467153045363E-003   8.8438437829365824E-003   8.8648335625892728E-003   8.9547114511096502E-003   9.0649173865917036E-003   9.0107277628924034E-003   8.9671949910455802E-003   8.8425658579188923E-003   8.6077583797507049E-003   8.4540737818778536E-003   8.0508890679732784E-003   7.7687022960448776E-003   7.3509055052404949E-003   6.9539245813067183E-003   6.5079689876780551E-003   6.0366779359180877E-003   5.5765948669304387E-003   5.1141983547924267E-003   4.6555335768999184E-003   4.2076389409779619E-003   3.7786148425535799E-003   3.3710569266161027E-003   2.9867476742577370E-003   2.6301061247079398E-003   2.3012521974108149E-003   2.0011993288038829E-003   1.7294201387482511E-003   1.4854397249919938E-003   1.2683499445910952E-003   1.0765709989847523E-003   9.0828940634175739E-004   7.6163034296793065E-004   6.3478084663683631E-004   5.2570019846548204E-004   4.3260758140331064E-004   3.5372362402570287E-004   2.8731992966284098E-004   2.3167712122909521E-004   1.8536693533717044E-004   1.4714401235054741E-004   1.1593582329131718E-004   9.0569146961825555E-005   7.0095241955048565E-005   5.3717383444056869E-005   4.0757322449868391E-005   3.0608915170962181E-005   2.2752190951781942E-005   1.6717055797724195E-005   1.2133930336198239E-005   8.6998730744881034E-006   6.1577721458438894E-006   4.3051375571693908E-006   2.9705371320709062E-006   2.0201963929144193E-006   1.3540764567744956E-006   8.9417923383563792E-007   5.8161488408425994E-007   3.7257577611255342E-007   2.3491970699081857E-007   1.4555115845949311E-007   8.8569781349691006E-008   5.2958695274997846E-008   3.1041883215966833E-008   1.7816824017579156E-008   1.0016113155032918E-008   5.5038026904233297E-009   2.9613397919562149E-009   1.5549668786837871E-009   7.9554620216062372E-010   3.9642968740727848E-010   1.9236661170514750E-010   9.0820192701929464E-011   4.1720239782121592E-011   1.8632218472981540E-011   8.0924197848205078E-012   3.4175537446302527E-012   1.4038267279893558E-012   5.6138352864089544E-013   2.1908263705517307E-013   8.3406812482278004E-014   3.0975742994964682E-014   1.1270315946236935E-014   4.0228110849541895E-015   1.4088343305468093E-015   4.8572772588098045E-016   1.6510624764541060E-016   5.5431035088309842E-017   1.8404848831837515E-017   6.0620156501114441E-018   1.9834652623464808E-018   6.4559347207054514E-019   2.0923100662769044E-019   6.7519735921259010E-020   2.1666368695284029E-020   6.9055445313970148E-021   2.1652142003481355E-021
   8.1113083078968723E-004   6.5199330114673942E-003   7.2747496810003235E-003   7.4156024947420011E-003   7.8579274087294797E-003   8.0379013715562372E-003   8.2873374971981929E-003   8.5050024943968839E-003   8.7492505951716013E-003   8.9310570642704076E-003   8.9593272038612191E-003   9.0277067643122037E-003   9.0254810446620815E-003   8.9155107988711773E-003   8.8504290408842126E-003   8.5950057823977501E-003   8.3808929224360156E-003   8.0580938318652769E-003   7.7266505643219761E-003   7.3373244210620499E-003   6.9084393649247716E-003   6.4655552140558854E-003   6.0136047319197120E-003   5.5460274730499996E-003   5.0792615142000201E-003   4.6197724552164204E-003   4.1732698115631121E-003   3.7427847286055850E-003   3.3346293717677715E-003   2.9507106316087961E-003   2.5940738628656983E-003   2.2658349805452314E-003   1.9664948067852103E-003   1.6955944104282011E-003   1.4527015407782972E-003   1.2368720973505495E-003   1.0465093856330697E-003   8.7976808942300607E-004   7.3476589956874183E-004   6.0966068970481435E-004   5.0238458171711689E-004   4.1115003259434941E-004   3.3412927460302105E-004   2.6957385691787905E-004   2.1575169838467943E-004   1.7121363225903314E-004   1.3469665164305518E-004   1.0509614587635903E-004   8.1229086500623875E-005   6.2143316036795547E-005   4.7031779057185988E-005   3.5208883249328276E-005   2.6064734705627388E-005   1.9079222672919225E-005   1.3790232580169494E-005   9.8365657313494590E-006   6.9235370390464556E-006   4.8061977651113121E-006   3.2924401024088543E-006   2.2227001102492044E-006   1.4772111439464097E-006   9.6601803768950223E-007   6.2230131231049226E-007   3.9413561763439633E-007   2.4543714622074449E-007   1.5011423852249959E-007   9.0000827237861364E-008   5.2886796914473231E-008   3.0456900904214713E-008   1.7180342191026707E-008   9.4762025253008361E-009   5.1099851275054967E-009   2.6850498911401288E-009   1.3749610478265892E-009   6.8557089014982089E-010   3.3301684325513039E-010   1.5745851603692414E-010   7.2396349780352273E-011   3.2368589851686840E-011   1.4063953479459928E-011   5.9427377546169907E-012   2.4430748354102526E-012   9.7726535537625360E-013   3.8143892714776833E-013   1.4526802191057325E-013   5.4044698062542031E-014   1.9636871392072737E-014   7.0008466923152689E-015   2.4500893351836193E-015   8.4356407321679038E-016   2.8639789330763502E-016   9.6037699216818670E-017   3.1856200903287566E-017   1.0466851920002267E-017   3.4177042057076821E-018   1.1097878349644260E-018   3.5879139790281405E-019   1.1557226873525569E-019   3.7061020894521344E-020   1.1800760558561618E-020   3.7067986822509797E-021
